"id","accommodates","antiguedad","host_response_rate","host_response_time","neighborhood_overview_flag","bathrooms","beds","price","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","property_type","room_type","minimum_nights","maximum_nights","whatcluster_k"
51778398,5,18787,1,1,1,2,3,175,1,8,1,1,"Centro",1,1,3,60,"1"
52197360,2,18879,0.98,1,0,1,1,64,0,35,1,1,"Centro",2,2,1,1125,"5"
51784740,2,18859,1,1,0,1,1,154,0,3,1,1,"Centro",1,1,1,365,"1"
51786065,2,18859,1,1,0,1,1,144,0,3,1,1,"Centro",1,1,1,365,"1"
51786278,4,18859,1,1,0,1,2,172,0,3,1,1,"Centro",1,1,1,365,"1"
51808928,3,15948,0.97,1,0,1,2,69,0,69,1,1,"Centro",6,1,1,365,"1"
52197987,2,18879,0.98,1,0,1,1,58,0,35,1,1,"Centro",2,2,1,1125,"5"
52199404,4,18879,0.98,1,0,2,3,49,0,35,1,1,"Centro",2,2,1,1125,"5"
52199882,4,18879,0.98,1,0,2,4,72,0,35,1,1,"Centro",2,2,1,1125,"5"
51810577,4,18242,1,1,0,1,1,114,1,5,1,1,"Este",1,1,1,1125,"1"
52200115,3,18879,0.98,1,0,2,2,69,0,35,1,1,"Centro",2,2,1,1125,"5"
52200221,2,18879,0.98,1,0,2,1,66,0,35,1,1,"Centro",2,2,1,1125,"5"
52200717,3,18879,0.98,1,0,1,1,67,0,35,1,1,"Centro",1,1,1,1125,"1"
51813952,4,16510,1,1,1,1.5,2,132,0,1,1,1,"Centro",7,1,4,160,"1"
51852822,2,16831,1,1,1,1,1,33,1,1,1,1,"Carretera de Cadiz",2,2,2,15,"5"
51874830,4,18625,0.99,1,0,1,2,98,1,60,1,1,"Cruz De Humilladero",7,1,2,1125,"1"
51876555,6,17056,1,1,1,2.5,3,304,1,59,1,1,"Centro",1,1,1,1125,"1"
51876582,3,16821,1,1,0,1,2,87,0,11,1,1,"Centro",1,1,2,365,"1"
52204453,3,18059,1,1,0,1,2,27,0,3,1,1,"Cruz De Humilladero",2,2,1,365,"5"
52230676,2,17353,1,1,0,1,1,53,0,29,1,1,"Este",1,1,2,365,"1"
51878240,4,15439,1,1,0,1,3,102,1,34,1,1,"Centro",1,1,1,365,"1"
52232587,2,16658,0,4,0,1,1,67,1,3,1,1,"Campanillas",5,2,2,365,"2"
51880349,4,16712,0.9,1,0,1,2,138,0,112,1,1,"Centro",1,1,1,1125,"1"
52237506,2,17321,1,1,0,1,1,91,0,23,1,1,"Centro",1,1,1,365,"1"
52250313,5,16938,1,1,0,1,4,128,1,1,1,1,"Centro",1,1,1,365,"1"
51888384,4,18450,1,1,0,1,2,100,0,27,1,1,"Centro",1,1,2,1125,"1"
51896249,4,18787,1,1,1,1,1,113,1,8,1,1,"Centro",1,1,3,30,"1"
51900316,6,16979,0.98,1,0,2,4,106,0,234,1,1,"Teatinos-Universidad",1,1,1,1125,"1"
52250461,4,17353,1,1,0,1,1,51,0,29,1,1,"Este",1,1,2,365,"1"
51900317,4,16979,0.98,1,0,1,2,88,0,234,1,1,"Centro",1,1,1,1125,"1"
52253263,2,16537,1,1,0,2,1,94,0,8,1,1,"Este",1,1,2,365,"1"
51900320,4,16979,0.98,1,0,1,2,82,0,234,1,1,"Este",1,1,1,1125,"1"
52269235,1,18828,1,1,1,1.5,1,32,0,1,1,1,"Centro",2,2,1,1125,"5"
51904528,3,17717,1,1,0,1,2,186,0,12,1,1,"Cruz De Humilladero",1,1,1,39,"1"
51908121,3,18625,0.99,1,0,1,2,82,1,60,1,1,"Carretera de Cadiz",7,1,2,1125,"1"
51918174,15,18281,0.96,1,0,2,14,357,0,62,1,1,"Centro",1,1,1,1125,"3"
51918243,16,18281,0.96,1,0,2,13,378,0,62,1,1,"Centro",1,1,1,1125,"3"
52271158,3,15807,0.98,1,1,1,2,106,0,96,1,1,"Centro",1,1,1,1125,"1"
51925081,4,18281,0.96,1,0,1.5,4,58,0,62,1,1,"Centro",5,2,1,365,"5"
52275126,4,18698,1,1,0,1,2,104,0,1041,1,1,"Este",8,1,1,1125,"4"
52278369,6,18698,1,1,0,2,4,368,0,1041,1,1,"Campanillas",8,1,1,1125,"3"
51925555,5,18281,0.96,1,0,2,4,58,0,62,1,1,"Centro",2,2,1,1125,"5"
52278965,3,16132,1,1,1,1,3,8000,0,23,1,1,"Centro",1,1,1,365,"1"
52279045,8,18698,1,1,0,2.5,5,233,0,1041,1,1,"Churriana",8,1,1,1125,"3"
51925690,5,18281,0.96,1,0,2,3,57,0,62,1,1,"Centro",2,2,1,1125,"5"
51932422,3,16497,1,1,1,1,2,70,0,27,1,1,"Centro",7,1,3,35,"1"
52279409,10,18698,1,1,0,2,7,328,0,1041,1,1,"Campanillas",8,1,1,1125,"3"
52295523,2,18883,1,1,1,1,1,114,1,3,1,1,"Centro",1,1,2,60,"1"
51943181,6,18868,1,1,1,2,3,320,1,10,1,1,"Centro",1,1,2,365,"1"
52296197,7,16979,0.98,1,0,2,4,117,0,234,1,1,"Centro",1,1,1,1125,"1"
51949595,4,17434,1,1,0,1,2,93,0,81,1,1,"Centro",1,1,1,365,"1"
52311053,3,16528,1,1,1,1,2,80,1,18,1,1,"Centro",1,1,1,1125,"1"
52311660,4,18887,1,1,0,1,2,41,0,1,1,1,"Bailen-Miraflores",1,1,5,180,"4"
51952265,6,18795,1,1,1,1,3,302,1,15,1,1,"Centro",1,1,3,45,"1"
52317486,6,16764,1,1,1,1,5,131,0,2,1,1,"Centro",1,1,4,180,"1"
52342941,2,18882,1,1,1,1,2,57,1,8,1,1,"Centro",6,1,2,1125,"1"
51956557,3,18869,1,1,0,1,2,61,0,1,1,1,"Centro",1,1,2,30,"4"
51974542,2,17205,1,1,0,1,1,65,0,112,1,1,"Centro",1,1,1,365,"1"
51977622,4,15487,1,1,1,1,2,155,0,75,1,1,"Centro",1,1,1,1125,"1"
52358667,6,16238,1,2,0,2,5,1571,0,2,1,1,"Centro",1,1,2,365,"1"
51992179,4,18082,0.5,3,0,1,2,110,0,6,1,1,"Cruz De Humilladero",12,1,2,365,"2"
52016841,4,18868,1,1,1,1,3,135,1,10,1,1,"Centro",1,1,2,365,"1"
52016851,4,18868,1,1,1,1,2,120,1,10,1,1,"Centro",1,1,2,365,"1"
52016861,4,18868,1,1,1,1,2,113,1,10,1,1,"Centro",1,1,2,365,"1"
52016873,4,18868,1,1,1,1,2,113,1,10,1,1,"Centro",1,1,2,365,"1"
52017088,4,17868,1,1,0,1,2,114,0,24,1,1,"Centro",1,1,1,365,"1"
52358932,6,17391,0,4,0,1,4,95,0,1,1,1,"Churriana",21,1,7,1125,"2"
52017099,4,17868,1,1,0,1,2,304,0,24,1,1,"Centro",1,1,2,365,"1"
52026681,2,18281,0.96,1,0,2,1,57,0,62,1,1,"Centro",5,2,1,365,"5"
52027247,4,18281,0.96,1,0,2,3,57,0,62,1,1,"Centro",2,2,1,1125,"5"
52027486,4,18281,0.96,1,0,2,3,58,0,62,1,1,"Centro",2,2,1,1125,"5"
52085771,1,18871,1,1,0,1,1,35,0,3,1,1,"Centro",2,2,2,1125,"5"
52086410,1,18871,1,1,0,1,1,33,0,3,1,1,"Centro",2,2,2,1125,"5"
52087120,4,18871,1,1,0,1,5,113,0,3,1,1,"Centro",1,1,2,1125,"1"
52360533,3,17180,1,1,1,1,2,90,1,2,1,1,"Centro",1,1,4,195,"1"
52104832,2,16664,1,1,1,1,1,81,0,9,1,1,"Centro",1,1,1,200,"1"
52362896,5,17637,1,1,0,1,4,153,0,514,1,1,"Este",8,1,1,1125,"1"
52104995,2,15142,1,3,0,1,2,41,0,1,1,1,"Cruz De Humilladero",2,2,1,360,"5"
52376418,4,17353,1,1,0,1,1,62,0,29,1,1,"Este",1,1,2,365,"1"
52378997,4,15439,1,1,0,1,2,67,1,34,1,1,"Bailen-Miraflores",8,1,1,365,"1"
52385816,6,16725,1,1,1,2,6,121,0,4,1,1,"Cruz De Humilladero",1,1,5,60,"1"
52127598,6,16098,1,1,1,1.5,4,169,0,20,1,1,"Centro",1,1,1,1125,"1"
52393439,4,16931,1,1,0,1.5,2,144,1,55,1,1,"Centro",1,1,1,1125,"1"
52401338,5,17637,1,1,0,1,4,118,0,514,1,1,"Este",8,1,1,1125,"1"
52140526,2,17848,1,1,0,1,1,70,0,1,1,1,"Centro",1,1,2,14,"1"
52401407,14,17637,1,1,0,3,11,306,0,514,1,1,"Este",16,1,1,1125,"3"
52432525,6,15807,0.98,1,1,1,3,101,0,96,1,1,"Centro",1,1,30,1125,"1"
52437216,4,16528,1,1,1,2,3,90,1,18,1,1,"Centro",1,1,1,1125,"1"
52451449,2,15578,1,1,1,1,1,102,0,90,1,1,"Centro",9,1,1,1125,"1"
52452408,2,15578,1,1,0,1,1,93,0,90,1,1,"Centro",9,1,1,1125,"1"
52452902,3,15578,1,1,0,2,2,107,0,90,1,1,"Centro",9,1,1,1125,"1"
52453159,4,17095,1,1,0,1,2,65,1,2,1,1,"Centro",1,1,7,365,"1"
52520880,4,16926,1,1,0,1,2,65,0,4,1,1,"Cruz De Humilladero",7,1,5,1125,"1"
52525272,3,18243,0.99,1,0,1,2,156,0,91,1,1,"Centro",1,1,1,365,"1"
52525291,4,18243,0.99,1,0,1,2,156,0,91,1,1,"Centro",1,1,1,365,"1"
52525293,4,18243,0.99,1,0,1,2,156,0,91,1,1,"Centro",1,1,1,365,"1"
52549767,10,17637,1,1,0,2,5,258,0,514,1,1,"Este",16,1,1,1125,"3"
52560469,2,15372,1,1,1,1.5,2,44,0,7,1,1,"Centro",4,2,1,1125,"5"
52463591,16,18879,0.98,1,0,2,13,271,0,35,1,1,"Centro",1,1,1,1125,"3"
52463698,15,18879,0.98,1,0,2,14,811,0,35,1,1,"Centro",1,1,20,1125,"3"
52463807,16,18879,0.98,1,0,2,9,374,0,35,1,1,"Centro",1,1,1,1125,"3"
52464149,5,18879,0.98,1,0,2,3,176,0,35,1,1,"Centro",1,1,1,1125,"1"
52470425,1,16238,1,1,1,1,1,26,0,3,1,1,"Carretera de Cadiz",2,2,2,1125,"5"
52478171,2,15578,1,1,1,1,1,136,0,90,1,1,"Centro",9,1,1,1125,"1"
52478276,3,15578,1,1,0,2,2,162,0,90,1,1,"Centro",9,1,1,1125,"1"
52485490,4,18897,0.75,2,0,1,2,80,0,1,1,1,"Centro",1,1,2,365,"1"
52588175,2,16706,1,1,1,2,1,54,0,4,1,1,"Centro",2,2,1,60,"5"
52606393,4,18662,1,1,0,1,2,95,0,1,1,1,"Carretera de Cadiz",1,1,3,1125,"1"
52491088,4,18897,1,1,0,1,2,94,1,1,1,1,"Carretera de Cadiz",1,1,3,1125,"1"
52504170,4,16931,1,1,0,1,2,97,1,55,1,1,"Centro",1,1,1,1125,"1"
52505135,6,17975,0.96,1,0,2,4,155,0,40,1,1,"Centro",9,1,1,1125,"1"
52505136,6,17975,0.96,1,0,1,3,155,0,40,1,1,"Centro",1,1,1,1125,"1"
52505139,4,17975,0.96,1,0,1,2,84,0,40,1,1,"Centro",1,1,1,1125,"1"
52506998,6,16979,0.98,1,0,2,4,153,0,234,1,1,"Carretera de Cadiz",1,1,1,1125,"1"
52514307,2,18898,1,1,0,1.5,1,55,0,1,1,1,"Centro",1,1,1,60,"4"
52606992,6,17778,1,2,1,2.5,5,183,0,1,1,1,"Churriana",10,1,2,365,"3"
53007773,2,17037,1,1,0,1,1,62,0,4,1,1,"Centro",1,1,1,365,"1"
52623431,3,17872,1,1,0,1,2,77,1,7,1,1,"Centro",1,1,2,365,"1"
53017085,3,17470,1,1,0,1,2,64,0,19,1,1,"Centro",1,1,5,365,"1"
52623897,3,17872,1,1,0,1,2,78,1,7,1,1,"Este",7,1,3,365,"1"
52625617,2,17702,0.82,1,1,1,1,57,0,23,1,1,"Centro",1,1,2,365,"1"
53019542,2,17470,1,1,0,1,1,51,0,19,1,1,"Centro",1,1,5,365,"1"
52632735,2,15892,1,1,1,1,1,29,1,2,0,1,"Centro",2,2,2,365,"5"
53022602,14,17637,1,1,0,5,10,353,0,514,1,1,"Palma-Palmilla",8,1,1,1125,"3"
53027183,2,16417,1,1,1,1,1,61,1,3,1,1,"Centro",7,1,3,28,"1"
52644978,2,17274,1,1,0,1,1,110,0,46,1,1,"Centro",1,1,1,365,"1"
52650110,3,17434,1,1,0,1,2,82,0,81,1,1,"Centro",1,1,1,1125,"1"
52664604,4,17274,1,1,0,2,2,177,1,73,1,1,"Centro",1,1,1,1125,"1"
52673173,2,18625,0.99,1,0,1,1,74,1,60,1,1,"Centro",6,1,2,1125,"1"
52696989,2,18281,0.96,1,0,1,2,62,0,62,1,1,"Centro",30,2,1,1125,"5"
52701326,4,16528,1,1,1,1,3,64,1,18,1,1,"Cruz De Humilladero",1,1,1,1125,"1"
53036389,6,16867,0.98,1,0,2,4,95,0,74,1,1,"Centro",1,1,1,1125,"1"
53038072,6,17036,1,1,0,1,3,121,0,26,1,1,"Centro",1,1,2,60,"1"
52713823,6,18407,1,1,0,2,3,189,1,1,1,1,"Centro",1,1,2,1125,"1"
53038658,6,17036,1,1,0,1,3,150,0,26,1,1,"Centro",1,1,2,60,"1"
52725853,5,17245,1,1,0,1,5,277,1,1,1,1,"Centro",1,1,2,1125,"1"
52728433,4,16332,0.99,1,0,1,2,89,0,51,1,1,"Centro",1,1,3,365,"1"
53045048,2,18928,0.97,1,0,1,1,34,0,19,1,1,"Centro",2,2,1,1125,"5"
52749679,4,16931,1,1,0,1,2,107,1,55,1,1,"Centro",1,1,1,1125,"1"
52764455,5,18243,0.99,1,0,2,4,160,0,91,1,1,"Centro",1,1,1,365,"1"
53055365,6,16332,0.99,1,0,1,4,93,0,51,1,1,"Centro",1,1,3,70,"1"
52786391,5,16252,0.92,1,0,2,2,106,0,133,1,1,"Centro",1,1,1,1125,"1"
53056552,4,18929,1,1,0,2,3,60,1,1,1,1,"Centro",1,1,62,360,"1"
52796636,6,17234,1,2,1,2,4,195,1,2,1,1,"Este",8,1,5,365,"1"
52805511,2,16724,1,1,1,1,1,71,1,11,1,1,"Centro",7,1,3,365,"1"
53071525,4,18281,0.96,1,0,2,2,57,0,62,1,1,"Centro",2,2,1,365,"5"
53071727,4,18281,0.96,1,0,2,2,57,0,62,1,1,"Centro",2,2,1,1125,"5"
52805620,4,18915,1,1,0,1,2,104,1,1,1,1,"Centro",1,1,3,20,"1"
52811072,3,18281,0.96,1,0,2,2,57,0,62,1,1,"Centro",2,2,1,365,"5"
52818975,1,17871,0.5,3,0,1,1,46,0,1,1,1,"Centro",14,2,5,300,"2"
53091920,2,18928,0.97,1,0,1,1,34,0,19,1,1,"Centro",2,2,1,1125,"5"
53092716,9,18928,0.97,1,0,1,6,242,0,19,1,1,"Centro",1,1,1,1125,"1"
52831570,4,17434,1,1,0,1,4,178,0,81,1,1,"Centro",1,1,1,1125,"1"
53102716,6,17787,1,1,1,1,3,91,1,2,1,1,"Este",1,1,3,28,"1"
53103031,4,18281,0.96,1,0,2,2,58,0,62,1,1,"Centro",2,2,1,1125,"5"
52838572,1,15524,1,1,1,1,1,15,1,1,1,1,"Carretera de Cadiz",2,2,7,23,"5"
52838634,2,17335,0.88,1,0,1,1,157,0,2,1,1,"Centro",1,1,4,365,"1"
52848265,3,16252,0.92,1,0,1,2,75,0,133,1,1,"Centro",1,1,1,1125,"1"
53107182,6,17953,1,1,0,2,3,93,0,4,1,1,"Centro",10,1,2,365,"1"
53107615,2,17227,1,1,1,1,1,41,0,2,1,1,"Centro",1,1,3,365,"1"
52849253,2,18415,0.93,1,0,1,1,129,0,122,1,1,"Teatinos-Universidad",1,1,1,365,"4"
52854550,2,18415,0.93,1,1,1,1,120,0,122,1,1,"Teatinos-Universidad",1,1,1,365,"1"
53108677,9,18928,0.97,1,0,1,6,242,0,19,1,1,"Centro",1,1,1,1125,"1"
53109755,9,18928,0.97,1,0,1,9,242,0,19,1,1,"Centro",1,1,1,1125,"3"
52868750,4,18703,1,1,1,1,2,126,1,1,1,1,"Centro",7,1,3,1125,"1"
53110771,4,18281,0.96,1,0,2,2,58,0,62,1,1,"Centro",2,2,1,1125,"5"
52871246,4,17948,1,1,0,1,2,105,0,7,1,1,"Centro",7,1,3,1125,"1"
52871929,3,17001,1,1,1,1,1,71,0,8,1,1,"Centro",1,1,5,1125,"1"
53121695,2,18450,1,1,0,1,1,80,0,27,1,1,"Centro",1,1,1,1125,"1"
52911245,2,17969,0.99,1,0,1,1,124,0,71,1,1,"Este",7,1,3,1125,"1"
53121740,2,16180,1,1,1,1,1,56,1,6,1,1,"Palma-Palmilla",2,2,1,90,"5"
52915779,6,16528,1,1,1,1,4,80,1,18,1,1,"Centro",1,1,1,1125,"1"
52935042,4,17279,1,1,1,1,3,87,1,3,1,1,"Centro",1,1,4,1125,"1"
52948480,4,18923,1,1,1,1,2,115,1,1,1,1,"Centro",1,1,3,1125,"1"
52949422,2,17646,1,1,0,1,1,103,1,5,1,1,"Carretera de Cadiz",6,1,4,28,"1"
53141964,4,17274,1,1,0,2,2,173,1,73,1,1,"Centro",1,1,1,1125,"1"
53145518,2,17941,1,1,0,1,1,82,1,55,1,1,"Centro",1,1,1,1125,"1"
53179824,4,17027,1,1,0,1,2,113,0,69,1,1,"Centro",1,1,2,1125,"1"
53212088,3,17941,1,1,1,1,1,81,1,55,1,1,"Carretera de Cadiz",1,1,1,1125,"1"
53216437,3,17428,0.97,1,1,1,2,54,0,7,1,1,"Carretera de Cadiz",1,1,1,1125,"1"
53218911,2,18827,0.8,1,0,1,1,45,0,17,1,1,"Palma-Palmilla",1,1,2,365,"4"
52967589,1,16706,1,1,1,2,1,47,0,4,1,1,"Centro",2,2,1,60,"5"
52967611,2,16706,1,1,1,2,1,51,0,4,1,1,"Centro",2,2,1,60,"5"
53233230,4,17443,1,1,0,1,3,109,0,1,1,1,"Puerto de la Torre",12,1,3,1125,"1"
52974246,2,16252,0.92,1,0,1,1,60,0,133,1,1,"Centro",1,1,1,1125,"1"
52979770,3,18101,0.99,1,1,1,2,139,1,112,1,1,"Centro",9,1,1,60,"1"
53248447,4,16950,1,1,1,1,2,107,1,7,1,1,"Centro",1,1,30,365,"1"
53248874,4,16950,1,1,1,2,3,165,1,7,1,1,"Centro",1,1,30,365,"1"
52979772,8,18101,0.99,1,1,2,5,258,1,112,1,1,"Centro",9,1,1,60,"3"
52985580,2,18410,0.9,1,0,1,1,54,0,6,1,1,"Centro",1,1,2,365,"1"
52987038,4,16481,0.95,1,1,1,2,125,0,7,1,1,"Centro",1,1,3,90,"1"
53256352,4,16950,1,1,1,1,2,159,1,7,1,1,"Centro",1,1,30,365,"1"
52997371,4,18868,1,1,0,1,2,122,1,10,1,1,"Centro",1,1,2,30,"1"
52997559,6,18868,1,1,0,2,3,320,1,10,1,1,"Centro",1,1,2,365,"1"
52997613,2,18410,0.9,1,0,1,1,60,0,6,1,1,"Centro",1,1,2,365,"1"
53260094,4,17100,1,1,0,1,1,88,0,42,1,1,"Centro",1,1,1,365,"1"
53423827,4,18950,1,1,0,1,2,191,1,6,1,1,"Centro",1,1,3,60,"1"
53269040,4,16450,1,1,1,1,2,314,0,19,1,0,"Centro",23,1,3,365,"2"
53269961,2,18732,0.96,1,1,1,1,75,0,89,1,1,"Palma-Palmilla",1,1,1,1125,"1"
53424210,2,17274,1,1,0,1,1,132,0,46,1,1,"Centro",1,1,1,365,"1"
53272508,7,18941,1,1,1,1,4,152,0,1,1,1,"Carretera de Cadiz",1,1,1,365,"1"
53440130,2,16180,1,1,1,1,1,53,1,6,1,1,"Bailen-Miraflores",2,2,1,365,"5"
53284455,3,17353,1,1,0,1,1,81,0,29,1,1,"Centro",1,1,2,1125,"1"
53307064,4,17205,1,1,0,1,2,62,0,112,1,1,"Centro",1,1,1,365,"1"
53440999,4,18951,1,1,1,1,2,118,1,1,1,1,"Centro",7,1,2,365,"1"
53324162,4,16821,1,1,1,2,2,158,0,11,1,1,"Centro",1,1,2,365,"1"
53324879,2,16041,1,1,1,1.5,1,70,0,8,1,1,"Centro",1,1,4,1125,"1"
53336010,4,17321,1,1,0,1,3,90,0,23,1,1,"Este",1,1,1,365,"1"
53444944,4,18951,1,2,1,1,2,195,0,2,1,1,"Centro",1,1,3,1125,"1"
53445185,3,17027,1,1,0,1,2,110,0,69,1,1,"Centro",1,1,2,1125,"1"
53338502,6,17475,1,1,0,1,4,115,0,9,1,1,"Centro",1,1,3,1125,"1"
53350331,4,17036,1,1,1,1,3,106,0,26,1,1,"Este",1,1,2,45,"1"
53350810,4,16477,0.5,3,1,1,3,205,0,4,1,0,"Centro",1,1,1,1125,"2"
53350853,4,18940,1,1,1,1,2,87,0,1,1,1,"Centro",1,1,3,365,"1"
53457079,2,18952,1,1,1,1.5,1,109,0,4,1,1,"Centro",1,1,3,1125,"1"
53457385,4,18952,1,1,0,2,5,157,1,1,1,1,"Este",8,1,2,60,"1"
53350936,4,18868,1,1,1,1,2,113,1,10,1,1,"Centro",1,1,2,30,"1"
53462637,4,17627,1,1,0,1,2,80,1,1,1,1,"Este",6,1,2,365,"1"
53359986,2,18928,0.97,1,0,1,2,32,0,19,1,1,"Centro",2,2,1,1125,"5"
53360167,2,18928,0.97,1,0,1,2,32,0,19,1,1,"Centro",2,2,1,1125,"5"
53360548,2,18928,0.97,1,0,1,2,32,0,19,1,1,"Centro",2,2,1,1125,"5"
53389730,4,17052,1,1,1,1,2,179,0,88,1,1,"Centro",1,1,1,1125,"1"
53390187,2,17052,1,1,1,1,2,143,0,88,1,1,"Centro",1,1,1,1125,"1"
53399815,4,18625,0.99,1,0,1,2,92,1,60,1,1,"Carretera de Cadiz",7,1,2,365,"1"
53491727,4,16353,1,1,0,1,2,58,1,37,1,1,"Centro",1,1,2,15,"1"
53410375,5,16477,0.5,3,1,1.5,3,228,0,4,1,0,"Centro",1,1,1,1125,"2"
53505128,10,18955,1,1,0,2,6,187,0,29,1,1,"Centro",7,1,2,365,"3"
53414321,4,17205,1,1,0,1,2,64,0,112,1,1,"Centro",1,1,1,365,"1"
53720643,4,18951,1,2,1,1,2,206,0,2,1,1,"Centro",7,1,3,1125,"1"
53729065,12,17205,1,1,0,2.5,12,457,1,4,1,1,"Este",16,1,3,365,"3"
53521095,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53729144,3,18101,0.99,1,1,1,2,233,1,112,1,1,"Centro",9,1,1,60,"1"
53521097,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53521103,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53521105,4,17107,1,1,0,1,1,192,0,65,1,1,"Centro",1,1,1,365,"1"
53521121,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53732188,6,17081,1,1,0,2,4,140,1,2,1,1,"Centro",1,1,1,1125,"1"
53521128,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53521132,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53521139,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53752147,2,17630,1,1,1,1,1,72,1,1,1,1,"Bailen-Miraflores",6,1,4,90,"1"
53521148,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53521155,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53521167,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53762587,2,17274,1,1,0,1,1,110,0,46,1,1,"Centro",1,1,1,365,"1"
53521192,6,17107,1,1,0,1,2,205,0,65,1,1,"Centro",1,1,1,365,"1"
53521197,4,17107,1,1,0,1,1,198,0,65,1,1,"Centro",1,1,1,365,"1"
53763285,5,17311,0.97,1,0,1,3,124,1,9,1,1,"Centro",1,1,1,30,"1"
53521201,4,17107,1,1,0,1,1,198,0,65,1,1,"Centro",1,1,1,365,"1"
53521208,4,17107,1,1,0,1,1,198,0,65,1,1,"Centro",1,1,1,365,"1"
53521212,4,17107,1,1,0,1,1,198,0,65,1,1,"Centro",1,1,1,365,"1"
53778977,2,17792,1,1,0,1,1,87,1,20,1,1,"Cruz De Humilladero",10,1,2,60,"1"
53526069,4,16102,1,1,1,1,2,102,0,1,1,1,"Centro",1,1,2,360,"1"
53538395,4,17948,1,1,0,1,2,92,0,55,1,1,"Centro",23,1,4,59,"4"
53539130,6,17948,1,1,0,1,3,90,0,55,1,1,"Centro",23,1,4,59,"1"
53539214,4,17948,1,1,0,1,2,89,0,55,1,1,"Centro",23,1,4,59,"4"
53783401,2,18291,1,1,1,1,1,64,0,2,1,1,"Cruz De Humilladero",6,1,2,365,"1"
53789516,4,18897,1,1,1,1.5,3,136,0,2,1,1,"Centro",1,1,2,28,"1"
53539435,4,17948,1,1,0,1,2,83,0,55,1,1,"Centro",23,1,4,59,"4"
53540801,4,17206,1,1,1,1.5,4,85,0,1,1,1,"Centro",1,1,2,365,"1"
53795496,4,18197,1,2,1,1,2,105,0,14,1,1,"Este",1,1,4,1125,"1"
53543821,2,18277,1,1,1,1,1,58,0,2,1,1,"Centro",1,1,1,1125,"1"
53550527,5,15578,1,1,1,1,4,170,0,90,1,1,"Centro",23,1,3,1000,"1"
53550666,4,17274,1,1,0,1,1,150,1,73,1,1,"Centro",23,1,1,1125,"1"
53550667,4,17274,1,1,0,1,2,135,1,73,1,1,"Centro",1,1,1,1125,"1"
53805075,3,17316,0.8,1,0,1,2,118,0,6,1,1,"Centro",1,1,2,80,"1"
53809310,3,17002,1,2,1,1,2,71,1,3,1,1,"Este",1,1,2,365,"1"
53553541,4,18809,1,1,0,1.5,3,307,0,894,1,0,"Este",8,1,1,1125,"2"
53812468,5,18952,1,1,1,2,4,198,0,4,1,1,"Carretera de Cadiz",1,1,3,1125,"1"
53827098,4,16979,0.98,1,0,1,2,105,0,234,1,1,"Centro",1,1,1,1125,"1"
53597144,5,16332,0.99,1,0,1,3,129,0,51,1,1,"Centro",1,1,3,71,"1"
53857216,4,16712,0.9,1,0,1,3,107,0,112,1,1,"Centro",1,1,1,1125,"1"
53608198,2,16230,1,1,1,1,1,118,0,21,1,1,"Centro",1,1,1,1124,"1"
53608267,2,16230,1,1,1,1,1,119,0,21,1,1,"Centro",1,1,1,1124,"1"
53608307,2,16230,1,1,1,0,1,127,0,21,1,1,"Centro",6,1,1,1124,"1"
53609036,2,16931,1,1,1,1,1,125,1,55,1,1,"Centro",1,1,1,1125,"1"
53870718,4,17868,1,1,0,1,4,102,0,24,1,1,"Bailen-Miraflores",1,1,1,365,"1"
53871885,4,18101,0.99,1,1,1,3,196,1,112,1,1,"Centro",9,1,1,60,"1"
53876473,4,18978,1,3,0,1,2,77,0,1,1,1,"Centro",7,1,3,56,"4"
53610384,2,18066,1,1,0,1,1,30,1,4,1,1,"Carretera de Cadiz",2,2,2,365,"5"
53617883,2,18937,1,1,1,1,1,72,0,1,1,1,"Centro",1,1,3,1000,"1"
53883996,3,17183,0.86,1,0,1,1,52,0,6,1,1,"Centro",6,1,2,365,"1"
53625071,2,18962,1,1,1,1.5,1,71,0,4,1,1,"Centro",1,1,2,1125,"1"
53898239,4,18980,1,2,1,1.5,2,128,0,3,1,1,"Centro",9,1,2,1125,"1"
53900896,6,18953,1,1,1,2,4,125,0,2,1,0,"Ciudad Jardin",1,1,2,365,"2"
53628549,4,17027,1,1,0,1,2,107,0,69,1,1,"Este",1,1,2,1125,"1"
53650848,4,16357,1,1,0,1,2,75,1,21,1,1,"Centro",7,1,3,1125,"1"
53650926,2,17274,1,1,0,1,1,184,1,73,1,1,"Centro",1,1,1,1125,"1"
